"MessageId","LaunchTime","Title","Content","StudentId"
"1325","0000-00-00 00:00:00"," Interesting! Theoretical astronomy is oriented to"," Not just human! Parrots are able to dance perfectly to music. They speculate it's tied into their ability to mimic.","715"
"1326","0000-00-00 00:00:00"," I guess everything with a heartbeat probably feel",""" Wow","320"
"1327","0000-00-00 00:00:00"," That's neat! Saadat shahr is a small rural commun"," Did you know Emilia Clarke did the funky chicken and robot dance to audition for Game of Thrones?","1386"
"1328","0000-00-00 00:00:00"," no. Can't imagine how that would help her get the",""" LOL","301"
"1329","0000-00-00 00:00:00"," Mr. Rogers learned to breakdance on an episode.""",""" That's pretty funny. Apparently","732"
"133","0000-00-00 00:00:00"," Grilling out is the best to help with the heat in"," I just read that today.  The largest comic book market is in Japan.  I believe it.  My son loves to read those mangas.","1077"
"1330","0000-00-00 00:00:00"," The fda burned six tons of literature in an act o"," And rapper Tupac Shakur danced in the Nutcracker in high school. Sounds like he and Mr Rogers swapped paths along the way.","394"
"1331","0000-00-00 00:00:00"," an old tap dancer and Michael Jackson! Bill Baile",""" Haha. Like Bill Bailey","226"
"1332","0000-00-00 00:00:00",""" In 1953 sir winston churchill won a nobel prize"," So someone was moonwalking for anyone (literally) moon walked? ","833"
"1333","0000-00-00 00:00:00"," I didn't know that. Literature was an olympic eve"," Ha! That's a funny way to put it. I wonder what the called it back then? Maybe if he had been wearing those ballet slippers that make drawings from the movements we could come up with a better name.","1190"
"1334","0000-00-00 00:00:00",""" Architecture"," I hear they go through four pairs of pointe shoes a week. Lots of wear.","894"
"1335","0000-00-00 00:00:00"," as well as movies",""" Soundtracks are important in dance","139"
"1336","0000-00-00 00:00:00"," such as the soundtrack to """"O",""" Yep. And some become bigger hits than the movies","783"
"1337","0000-00-00 00:00:00",""" I do"," Alicia Keys wrote a song for the Men in Black soundtrack when she was only 16!","258"
"1338","0000-00-00 00:00:00"," although I haven't heard the tune. I know that Ch",""" That's impressive","1439"
"1339","0000-00-00 00:00:00"," it's too bad about their divorce.""",""" Yeah","468"
"134","0000-00-00 00:00:00",""" Yes that's another great idea. We also sometimes"," I would love to go there. I used to like reading Manga too. ","691"
"1340","0000-00-00 00:00:00"," which is nice. They still describe each other as ",""" It appears to have been amicable","1197"
"1341","0000-00-00 00:00:00",""" Wow"," Step Up had a really fun soundtrack.","261"
"1342","0000-00-00 00:00:00"," Yep.  The big one where a section of the Bay Brid"," But I think the critics hated it. I think it has 19% approval at Rotten Tomatoes.","1156"
"1343","0000-00-00 00:00:00"," though. Neither Ashton Kutcher or Jennifer Love H",""" Rotten Tomatoes has some pretty high standards","18"
"1344","0000-00-00 00:00:00"," Did you know the baseball coaches wear uniforms b"," Good evening!  Do you know much about Maryland's governor?","1314"
"1345","0000-00-00 00:00:00","  so you?  Did you know that ralph lawrence carr w",""" Not too much","802"
"1346","0000-00-00 00:00:00"," Larry Hogan",""" I didn't know that.  Maryland's governor","792"
"1347","0000-00-00 00:00:00"," It does seem that way around here too.  Baseball ",""" Thats interesting.  the beatles song""""come together"""" was written for 1969 governor campaign.""","537"
"1348","0000-00-00 00:00:00"," but I'm sure he will be ok.  At least he isn't as",""" Larry Hogan could probably have used the support of a group like the Beatles","1491"
"1349","0000-00-00 00:00:00",""" It kinda makes since you kick it and operate lik"," when schwarzenegger became governor of ca he commuted 3 hours everyday lol ","1004"
"135","0000-00-00 00:00:00"," That is a great idea. We tend to eat leftovers to"," The manga market is Japan is valued at $6 to $7 billion dollars!","414"
"1350","0000-00-00 00:00:00"," I guess a leg subs for the bat lol.",""" Maybe so he could leave the office every day and say """"I'll be back!""""  ""","111"
"1351","0000-00-00 00:00:00"," Yeah.  Did you know that the albuquerque isotopes"," haha good one!   ","537"
"1352","0000-00-00 00:00:00",""" Smart"," Did you hear that Texas had a female governor before other states even allowed women to vote?","990"
"1353","0000-00-00 00:00:00"," It would help sell merch.  people would want some"," Yeah thats really interesting. did you know there hasnt been a us president who wasnt a rep or dem since 1853?","665"
"1354","0000-00-00 00:00:00"," but don't try getting elected as president as a d",""" Wow!  We truly are a two party system","1113"
"1355","0000-00-00 00:00:00","  I will never be president lol """,""" Im not excited about that","1090"
"1356","0000-00-00 00:00:00"," I might have to watch a little baseball this seas"," It's crazy to think that red/blue connotations for the parties isn't even 20 years old.  ","325"
"1357","0000-00-00 00:00:00","  but I guess not.  """,""" Yeah it seems like that was always the case","703"
"1358","0000-00-00 00:00:00"," before Trump",""" The Bush's had a heck of a run with three terms.  In fact","1063"
"1359","0000-00-00 00:00:00","  do you know much about our planets?  The planet ",""" Thats interesting","1316"
"136","0000-00-00 00:00:00",""" The microwave is great and fast"," That is wild! Did you know that Michigan State University library has the largest publicly available comic book collection in the world?","853"
"1360","0000-00-00 00:00:00",""" Don't have a favorite team either but my friends"," Crazy!  Jupiter is so big that it has moons that would be planets if they simply orbited the sun and Jupiter.","1171"
"1361","0000-00-00 00:00:00"," Well they have an amazing performance. Did you kn"," That is cool.  there is a planet that shards of glass rain sideways at 4500 mph!!!  thats insane!","575"
"1362","0000-00-00 00:00:00",""" Oh really? I didn't know that"," Wow.  There are some crazy planets out there.  Venus doesn't even have seasons because it doesn't tilt and rotates in a different direction than the rest of the planets that revolve around our sun.","1349"
"1363","0000-00-00 00:00:00"," lol. """,""" That is really interesting. I heard that astronauts can vote from space","88"
"1364","0000-00-00 00:00:00",""" Not really"," Must have been an absentee ballot!  ","1008"
"1365","0000-00-00 00:00:00","  have a good one. """,""" It's been fun chatting","1253"
"1366","0000-00-00 00:00:00",""" I wonder how that banning action would fare in t"," Have you ever used the Rotten Tomatoes website? I check out all the movies I'm going to watch on there first.","477"
"1367","0000-00-00 00:00:00"," I do to.  I feel it's better to be informed than ",""" You know","1453"
"1368","0000-00-00 00:00:00",""" Oh yeah"," If I'm watching a movie at home I don't care about the reviews as much but definitely want to make sure I am getting my moneys worth at the theater.","1249"
"1369","0000-00-00 00:00:00"," to that.  Movie ticket prices are outrageous",""" Amen","486"
"137","0000-00-00 00:00:00"," the US comic book market in the US and Canada is ",""" I didn't know that.  I wonder how many people use it.  By comparison to Japan","545"
"1370","0000-00-00 00:00:00"," I have been watching a lot of their original cont",""" I've found it has been so hard to find a movie on Netflix","1461"
"1371","0000-00-00 00:00:00"," I still haven't seen the manager ever play. Are m"," All the time.  It is another one of those companies created by college students.  Lol.  All I did in college was party!","483"
"1372","0000-00-00 00:00:00"," I wish I did though.""",""" Yeah I didn't spend my time in college trying to make companies either","319"
"1373","0000-00-00 00:00:00"," did you realize that Bruce Lee wa such a good dan",""" Just a random note","1425"
"1374","0000-00-00 00:00:00"," but with his athleticism and talent I am not surp",""" I did not","127"
"1375","0000-00-00 00:00:00"," I personally don't find watching baseball games t"," I know right!  He won the 1958 Cha Cha championship in Hong Kong.  I can not even picture that.","1430"
"1376","0000-00-00 00:00:00",""" Yeah"," I would like to see some video of that. I have only seen a couple of his movies.","1181"
"1377","0000-00-00 00:00:00"," are you aware that Michael Jackson holds a patent",""" Speaking of dancing","1039"
"1378","0000-00-00 00:00:00"," It sure has been a while since the Dodgers won. H"," I did not know that but if anyone would have one it's him.","734"
"1379","0000-00-00 00:00:00"," he was a master of dance.  This device apparently",""" That's right","369"
"138","0000-00-00 00:00:00"," Japan is way more into comic books than America i",""" That's crazy","249"
"1380","0000-00-00 00:00:00"," Hi! Good!"," Now that you mention it I do somewhat remember seeing how he did that. It was almost like a piece of metal that would lock into his shoe so he could almost lean 45 degrees. I believe he used it in the Smooth Criminal music video.","1185"
"1381","0000-00-00 00:00:00"," when he did it!  I heard somewhere that Tupac dan",""" Looked very cool","86"
"1382","0000-00-00 00:00:00",""" I do like baseball"," I had heard he trained in the ballet. Did you know that the Air Jordan logo is him doing a ballet move?","1217"
"1383","0000-00-00 00:00:00"," I didn't know that!""",""" Wow","383"
"1384","0000-00-00 00:00:00",""" Wow"," A lot of athletes have used ballet and now yoga to help with flexibility and reduce injuries!","1459"
"1385","0000-00-00 00:00:00"," I hear it does help tremendously.""",""" Yes","267"
"1386","0000-00-00 00:00:00"," have a great day!""",""" I have taken yoga before but I need a few more classes before I get more flexible. It was fun chatting with you","347"
"1387","0000-00-00 00:00:00"," I did. Baseball managers wear uniforms because th"," hello","1416"
"1388","0000-00-00 00:00:00"," Michael jackson has a patent. on a device used to",""" Hello","177"
"1389","0000-00-00 00:00:00",""" That's a lot! Up until 2005"," That is extremely interesting actually. never knew that","924"
"139","0000-00-00 00:00:00"," a multiverse different from the original comic bo",""" I agree!  The Marvel cinematic universe takes place in earth -199999","179"
"1390","0000-00-00 00:00:00",""" Really! That is a lot"," I didn't either.  I guess for the song Smooth Criminal.","211"
"1391","0000-00-00 00:00:00"," A man found three million dollars worth of 1900s "," perhaps. what article you thought was the most interesting?","794"
"1392","0000-00-00 00:00:00",""" Whoa"," Tupac danced ballet in high school and ended up portraying the mouse king in a production of the nutcracker.","819"
"1393","0000-00-00 00:00:00"," I did. And they won in 2016 so that/s inaccurate."," I found interesting the concept with rotten tomatoes. Poor people","301"
"1394","0000-00-00 00:00:00"," and smile more when they hit the beat.  Dance is ",""" Babies spontaneously dance when they hear music","320"
"1395","0000-00-00 00:00:00"," I totally agree. My child does the same""",""" Dance truly is interesting. As for the babies dancing spontaneously when they hear music","996"
"1396","0000-00-00 00:00:00"," Right! I don't know if that was a mistake or not."," Mine do as well.  Professional ballet dancers can go through 4 pairs of pointe shoes in a week.","1315"
"1397","0000-00-00 00:00:00"," I hope it was... At least it wasn't on national T"," That I certainly didn't know. She is still too little for ballet lol","593"
"1398","0000-00-00 00:00:00"," I hope not too! Gotta love the world series!"," Michael bay's average rotten tomatoes film rating is 38%","1207"
"1399","0000-00-00 00:00:00"," Nice chatting with you."," Quite surprising. Also Netflix has almost 150 movies with 100% rating on rotten tomatoes","315"
"14","0000-00-00 00:00:00"," they also have gills. Did you know that jellyfish",""" Interesting","1356"
"140","0000-00-00 00:00:00",""""" in order to trademark the names """"superhero"""" a",""" That's pretty wild. Marvel published a """"generic comic book","46"
"1400","0000-00-00 00:00:00"," Great chatting with you too! Have a good one!"," I was just reading that.  How cool is that? I like to watch some of the stuff on Netflix.","455"
"1401","0000-00-00 00:00:00"," You too"," I also like to watch movies on Netflix. Its convenient and the premium is not too high","1323"
"1402","0000-00-00 00:00:00"," Spykids received a 93% fresh rating on rotten tom",""" Exactly","1206"
"1403","0000-00-00 00:00:00"," Many such games fit that description.   Golf is o"," true that. How about soundtracks. Any thoughts on that?","706"
"1404","0000-00-00 00:00:00",""" I like golf a lot. It's a real shame how much wa"," I didn't realize that Steven spielberg played the clarinet in the jaws soundtrack.","511"
"1405","0000-00-00 00:00:00",""" True"," Same here. Thought it was very interesting","103"
"1406","0000-00-00 00:00:00"," where art thou?' is certified 8 times platinum.""",""" No doubt.  The soundtrack to 'o brother","888"
"1407","0000-00-00 00:00:00"," I suppose that comes with games that cannot and d"," yep.pretty fascinating","281"
"1408","0000-00-00 00:00:00"," You know what games do utilize a standardized pla"," Thanks for the chat.  It was informative.","46"
"1409","0000-00-00 00:00:00"," Interesting.    Babe Ruth was both a famous golfe"," same. have a good day","850"
"141","0000-00-00 00:00:00"," I love to fish. the oldest goldfish lived to be 4"," No doubt!  Do you know much about the planets or the universe?","169"
"1410","0000-00-00 00:00:00"," you too.""",""" Thanks","6"
"1411","0000-00-00 00:00:00"," Cool.    Did you know Jose canseco claims to hold"," bye","978"
"1412","0000-00-00 00:00:00",""" Woah"," How do you like planet earth?","139"
"1413","0000-00-00 00:00:00",""" Well"," I find the earth and the solar system very interesting!","991"
"1414","0000-00-00 00:00:00",""" Softball may have been invented at the YMCA"," It is so interesting! I love learning about planets. Like Jupiters mon Ganymede!","422"
"1415","0000-00-00 00:00:00"," I agree! Isn't the Ganymede Jupiters own moon?""",""" Yes","1308"
"1416","0000-00-00 00:00:00"," it would be considered a planet if it orbited the",""" yea","1059"
"1417","0000-00-00 00:00:00"," Did you know our planet Earth has other names bes",""" Very","489"
"1418","0000-00-00 00:00:00"," lol. I guess maybe the blue planet",""" I didn't know there were any names besides Earth","1174"
"1419","0000-00-00 00:00:00"," True.    I wonder if they called it that when the"," Tellus and Telluris!  very cool! This is also a planet that orbits four stars!","1106"
"142","0000-00-00 00:00:00",""" Wow that is a long life for a goldfish! I like t"," I know a little bit. I've heard that Venus does not tilt. ","881"
"1420","0000-00-00 00:00:00"," I wonder if the fact that the game used to use a "," wow! I love learning! I think I saw once that astronomers found a planet many light years away that could sustain life","295"
"1421","0000-00-00 00:00:00"," I heard that too! Exciting!! Do you know anything",""" Yes","727"
"1422","0000-00-00 00:00:00"," i just know there is crazy things that happen out",""" I do not know too much","874"
"1423","0000-00-00 00:00:00","  its has celestial bodies called Ceres",""" True","814"
"1424","0000-00-00 00:00:00"," you have so many! I know that five planets are vi",""" I need to tough up on my planet facts","394"
"1425","0000-00-00 00:00:00"," Aren't they interesting! Do you have a favorite p",""" Yes","37"
"1426","0000-00-00 00:00:00"," I hope we get a man on mars in my lifetime",""" Mine is mars","188"
"1427","0000-00-00 00:00:00"," Mars!! I love it too!! I hope so",""" Oh yes","1230"
"1428","0000-00-00 00:00:00"," the more money we spend the better our chances. W",""" I bet","1391"
"1429","0000-00-00 00:00:00"," very brave!! I hope we can do that sometime soon.",""" Yes","889"
"143","0000-00-00 00:00:00"," THere was a koi fish that lived 226 years"," That interesting.  Uranus is different to.  It actually rotates sideways and rolls around the sun rather than spins like the other planets.","1434"
"1430","0000-00-00 00:00:00"," It actually is not even as wealthy as New York or"," I think there have been theories of underground lakes and the potential of water. I will read up on it more. It was so nice chatting with you and getting good facts!","1321"
"1431","0000-00-00 00:00:00"," I thought there was or at least they thought so!!",""" Really","1225"
"1432","0000-00-00 00:00:00"," He must have been much better than Micheal Jordan"," Have a great night!","753"
"1433","0000-00-00 00:00:00"," He really must and people must love him to allow "," Hi.  I guess Channig Tatum and Jenna Dewan Tatum are getting a divorce.  Sad.","352"
"1434","0000-00-00 00:00:00"," I read about that in the news. The things he says",""" Yes","700"
"1435","0000-00-00 00:00:00"," It does sound weird.   Did you know that the ymca",""" Not sure... They were a good team.  I guess """"Step Up"""" was a favorite for many.""","128"
"1436","0000-00-00 00:00:00"," though.They are pretty talented to be good at bot",""" Seems like it. I never saw it","96"
"1437","0000-00-00 00:00:00"," the """"Step Up"""" soundtrack had high acclaim. """,""" I think so","653"
"1438","0000-00-00 00:00:00",""" A man found 3 million dollars worth of baseball "," I think the movie tried to have an overall good message to be the best you can be in everything you do. Inspirational for many.","1409"
"1439","0000-00-00 00:00:00",""" That is lucky!  You know"," That's refreshing... I can see why ABC Family was mentioned. ","626"
"144","0000-00-00 00:00:00"," Whoa! That is crazy to know and interesting. I kn"," That's really interesting. I've also heard that Jupiter's moon Ganymede would be considered a planet if it orbited the sun. ","1092"
"1440","0000-00-00 00:00:00"," too. I think they even have a few video games wit",""" Kids love to dance to soundtracks","767"
"1441","0000-00-00 00:00:00"," they do.  I didn't know Bruce Lee was also a grea",""" Yes","829"
"1442","0000-00-00 00:00:00",""" Well i would say soccer is probably the best spo"," That's really cool! I think Patrick Swayze was also a multi-talented actor dancer. He was in a very famous movie and that soundtrack is also great.","995"
"1443","0000-00-00 00:00:00",""" I agree.  speaking of softball though"," I can see him but Tupac?  I guess Tupac danced ballet in high school.  How can you hide a gun in tights? ","405"
"1444","0000-00-00 00:00:00"," Wow that is crazy long. Well it was nice chatting"," That sounds so crazy it might even be an urban legend! Ballet dancers go through a lot of shoes in just one week. Think how their feet feel!","1229"
"1445","0000-00-00 00:00:00"," Good morning!  Do you watch baseball?  It can be "," Ouch!  I guess we are all dancers to some degree.  Babies naturally dance when they hear music.","760"
"1446","0000-00-00 00:00:00"," I wonder?""",""" I remember as kids we'd have birthday parties and dance to various Disney Soundtracks. Do they still make those","449"
"1447","0000-00-00 00:00:00"," they are probably """"R"""" rated.  Disney has change",""" If they do","139"
"1448","0000-00-00 00:00:00"," too! I wonder if he'd ever play an instrument in ",""" Speilberg is amazing! It wouldn't surprise me if he could dance well","51"
"1449","0000-00-00 00:00:00"," German",""" Don't know... I do know that Phil Collins recorded the Tarzan sound track in many different languages. Ilaian","923"
"145","0000-00-00 00:00:00"," Cool the barreleye fish has a transparent head."," It must be pretty big then!  I wouldn't want to ever visit the unnamed planet where shards of glass precipitate sideways at 4500 mph!","428"
"1450","0000-00-00 00:00:00"," I know that a few countries in Asia have really t"," That's amazing! I wonder if those are all rated on Rotten Tomatoes? It's owned by WB so I wonder if it's hard on Disney or other rivals?","1451"
"1451","0000-00-00 00:00:00"," I've heard that before.  Japan likes it so much t"," I wonder if that biases their judgement for WB productions.  No film based on video games ever got a rating above 44% from RT.","1493"
"1452","0000-00-00 00:00:00"," some of those movies are pretty good",""" If you like video games","372"
"1453","0000-00-00 00:00:00",""" It is surprising.  Speaking of surprising"," I kind of look at IMDB for ratings... Great chat! You were excellent!","867"
"1454","0000-00-00 00:00:00"," the next three are ok",""" Hey do you like Star Wars? I know that I like the first three movies","1000"
"1455","0000-00-00 00:00:00"," I agree. """,""" I love the original 3 like you. But the new ones are bad","882"
"1456","0000-00-00 00:00:00",""" I did not know that either. I enjoy playing soft"," Haha well I'm glad we agree on that. What did you think about Rogue one that came out in 2016? I thought it was a total disaster haha","1158"
"1457","0000-00-00 00:00:00"," i like playing too.  What i learned recently was ",""" I think any movie that relegates the Great Luke to the trash heap is nothing. """"No! I am your Father"""" is the greatest scene of all time.""","1215"
"1458","0000-00-00 00:00:00"," although it was only about two and a half hours o",""" Oh I agree with you. I just feel bad that James Earl Jones only made about eight grand for doing the voice in the first movie","614"
"1459","0000-00-00 00:00:00",""" It does seem odd.  You know"," Really? That is bad. Have you ever scene the scenes without him and the original actor? ","304"
"146","0000-00-00 00:00:00",""" Awesome. I heard that saltwater fish dink water "," I don't see that being a pleasant place. It's even 2000 degree weather. That sounds like hell to me!","1005"
"1460","0000-00-00 00:00:00"," very strange.""",""" Yes I have. Doesn't that guy have a Scottish accent or something? And I think he thought he was going to be the actual voice","1229"
"1461","0000-00-00 00:00:00"," I imagine it was pretty tiring for everyone.  Sof"," Hilarious. I think they are great though. I didn't know JEJ only spent 2.5 hours recording though!","290"
"1462","0000-00-00 00:00:00"," he did a great job for the limited time",""" Yeah I know","681"
"1463","0000-00-00 00:00:00"," what does the corporation need with something the",""" I think I can believe it. Good for him","597"
"1464","0000-00-00 00:00:00"," which is wild""",""" No I agree with you. Are you going to watch the Academy Awards by the way? They give out 24 Awards and I think that the first broadcast was back in 1930","848"
"1465","0000-00-00 00:00:00"," so like the academy awards totally suck. Does any",""" Yeah","1470"
"1466","0000-00-00 00:00:00"," I'm glad that he won three times for best actor""",""" No I think that they don't really pick the best movies. A lot of good movies that I like a lot or never even nominated. I do like Daniel Day-Lewis though","471"
"1467","0000-00-00 00:00:00"," do you watch you tube? Much better than AA!""",""" By the way","593"
"1468","0000-00-00 00:00:00"," do you like golf? i have never played golf."," Yes I agree with you! I watch YouTube almost everyday. I can't believe that Google bought YouTube for 1.65 billion dollars back in 2006. That seems like so long ago","317"
"1469","0000-00-00 00:00:00"," I can believe it. Google could make it a success",""" Oh","1245"
"147","0000-00-00 00:00:00"," That is pretty cool. Do you like to bird watch?"," Hahah That's a good way of putting it! ","715"
"1470","0000-00-00 00:00:00"," I assume that Google is the first""",""" Yep I agree with you. Did you know that YouTube is the second biggest search engine","1484"
"1471","0000-00-00 00:00:00"," I have been playing for about 10 years now and an"," I'm surprised it isn't the first to be honest! ","487"
"1472","0000-00-00 00:00:00",""" Ok"," Yeah I know that everyone uses YouTube do you ever watch the music video for Gangnam Style by the way. That is one of the highest viewed videos on youtube","1404"
"1473","0000-00-00 00:00:00"," but I have watched it. Good song",""" No","1248"
"1474","0000-00-00 00:00:00"," I don't think it should be the most disliked vide",""" Yep it was definitely a fad haha. So was Justin Bieber song Baby","1402"
"1475","0000-00-00 00:00:00"," so have you seen any of the Star Wars movies?""",""" Hello there","887"
"1476","0000-00-00 00:00:00",""" That sounds like quite a bit. it is ok in some p"," I have seen several. I read Tran who played rose left Instagram after racist messages from fans.","1078"
"1477","0000-00-00 00:00:00"," I really want to though. """,""" That is so sad fans are so cruel to people.  I have yet to see her in that movie","873"
"1478","0000-00-00 00:00:00",""" That is insane. in a desert country? it seems ex"," Me too. The last Jedi divided it's fans","363"
"1479","0000-00-00 00:00:00"," I agree. Do you know any famous baseball player t"," Yeah I think each movie does because there are so many of them and they all have their different tastes.  But the personal comments to the actors is just stupid. ","681"
"148","0000-00-00 00:00:00"," I hope you have a good day. It was nice chatting ",""" Well I have to get to work","1468"
"1480","0000-00-00 00:00:00"," Is this a recent player? i know that a lot of the"," Did you know Chloe Bennet changed her last name to get in to US easier","447"
"1481","0000-00-00 00:00:00"," I wonder how many people do that when they come h",""" No I didn't know that","315"
"1482","0000-00-00 00:00:00"," The babe? Did he play golf? He could hit a ball p"," Seems like a lot. Apparently they get more call backs with American last names.","375"
"1483","0000-00-00 00:00:00"," and whatever helps for them I'm sure they will do",""" Yeah I can see that","1180"
"1484","0000-00-00 00:00:00",""" That is amazing. he was a big fellow though. i b"," No. What is it?","1175"
"1485","0000-00-00 00:00:00","500",""" I guess he only got paid $7","998"
"1486","0000-00-00 00:00:00"," You too! Have a nice weekend!"," That's a lot for 2 and half hours.in 2018 star wars was worth $65 billion","414"
"1487","0000-00-00 00:00:00"," I wonder how much it was worth in 1998",""" Holy cow","1247"
"1488","0000-00-00 00:00:00"," making it the first major film to be in navajo""",""" In 2013 star wars was dubbed in Navajo","791"
"1489","0000-00-00 00:00:00"," Bye!!!"," That is awesome!  Did you know Star Wars holds a Guinness World Record title?","479"
"149","0000-00-00 00:00:00"," thats neat. They have then thousand living specie"," Can you believe there is stars that can be cold enough to be touched ? The universe is so diverse. ","1367"
"1490","0000-00-00 00:00:00"," Do you watch the show Fixer Upper?"," No for what? Fox thought star wars would flop","1463"
"1491","0000-00-00 00:00:00",""" Hello"," I guess they hold the record for most successful film merchandising franchise.  When I hear merchandising I think of that scene from Spaceballs. ","868"
"1492","0000-00-00 00:00:00"," I have yes. They are having another baby"," Do you watch the academy awards? Eminem has more Oscars than Leonardo DiCaprio","573"
"1493","0000-00-00 00:00:00"," That's pretty cool. Do you like attending concert"," That is crazy!  I heard he has more than Johnny Depp and Will Smith as well. ","565"
"1494","0000-00-00 00:00:00"," I do. I would love to go to a show at an old roma"," The Oscars were nominated for 9 Emmys in 2013.","909"
"1495","0000-00-00 00:00:00"," why an awards show?  Do you know who is the only ",""" What? That is so stupid to me","1125"
"1496","0000-00-00 00:00:00"," Thats a lot of shows. They were very popular when"," Daniel day Lewis I think.","1123"
"1497","0000-00-00 00:00:00"," I wonder what roles he won for.  Maybe the butche",""" Good call!  He is a great actor though so I can see it","232"
"1498","0000-00-00 00:00:00"," I do as well. Sad about chester"," Probably. Blazing saddles was nomonanom for 3 Oscars too. Well have a great night.","1004"
"1499","0000-00-00 00:00:00"," do you like Star Wars?""",""" Hello","368"
"15","0000-00-00 00:00:00"," Yes. Tennis is a racket sport that can be played "," Yes. Fish is the important resources of human world wide for the commercial and subsistence fish hunts the fish in the wild fisheries.","1337"
"150","0000-00-00 00:00:00",""" That's cool. Some birds are known to fly from Al"," Its amazing and ever evolving. ","1088"
"1500","0000-00-00 00:00:00"," Just like the waste during a 2002 concert. Creed "," I don't really though I do respect it as a franchise. How about you?","809"
"1501","0000-00-00 00:00:00"," That's funny they were sued. I bet it was very ba"," Yeah I like it. Lucas' wife made such changes to the script that she won the Academy Award","1257"
"1502","0000-00-00 00:00:00"," video games",""" Star Wars is the second highest grossing film series of all time. It's spawned into a bunch of other media like books","1160"
"1503","0000-00-00 00:00:00"," I would love to see Pink Floyd. What about you?"," Yeah it has certainly taken over everything. It was even dubbed in Navajo","1112"
"1504","0000-00-00 00:00:00"," Eminem is on my bucket list. He made kanye rewrit"," Cool! James Cameron decided to quit being a truck driver so that he could enter the film industry after watching Star Wars. I guess that was the right decision.","966"
"1505","0000-00-00 00:00:00"," the guy is a legend now. James Earl Jones got onl",""" Oh for sure it was","785"
"1506","0000-00-00 00:00:00"," That must of taken a toll on them. 20 years non s"," Crazy! Fox thought Star Wars was going to flop and agreed to George Lucas's proposition to forgo an extra $500K directing fee so that he could keep licensing and merchandising rights. Their decision cost them billions of dollars","383"
"1507","0000-00-00 00:00:00"," I bet. Do you like Drake?"," Yeah and at the same time made Lucas a billionaire. He just had a lot of confidence in his work","107"
"1508","0000-00-00 00:00:00"," in 2018 the whole Star Wars franchise was estimat",""" Yeah","794"
"1509","0000-00-00 00:00:00"," I agree. Not music I would listen to on a daily b"," That is insane. Do you watch the Academy Awards?","316"
"151","0000-00-00 00:00:00"," o wow. I wonder how many days that takes. Scienti"," Yeah and there is even places that exist but we never will be able to see because they are too far away. ","71"
"1510","0000-00-00 00:00:00"," I don't. How about you?""",""" No","1311"
"1511","0000-00-00 00:00:00",""" I did not know that. Very interesting. Well"," I watch it sometimes. Did you know Daniel Day-Lewis has won the Oscar 3 times?","710"
"1512","0000-00-00 00:00:00",""" Hello"," I am not sure I even know who he is. Good for him. John Williams has been nominated for more Oscars than anyone besides Walt Disney.","421"
"1513","0000-00-00 00:00:00",""" Hey there"," Yeah Disney is going to be hard to reach by anyone else with 22 Oscars","131"
"1514","0000-00-00 00:00:00"," Yes it is Aubrey Drake Graham and he is a Canadia"," He got a special Oscar in 1938 for snow white that had a regular sized statuette and seven miniature oscars. ","1479"
"1515","0000-00-00 00:00:00"," Yes he is. He graduate high school at 25"," That is amazing. Eminem has more Oscars than Leonardo DiCaprio and some other big names. ","1228"
"1516","0000-00-00 00:00:00"," Kelly Marie Tran went to them. She is the first n",""" Speaking of Oscars","807"
"1517","0000-00-00 00:00:00"," Yeah I wonder who it was for though. Did you know"," That is amazing. Have you seen the movie Blazing Saddles?","271"
"1518","0000-00-00 00:00:00"," Oh yeah heard that it was sampled from Why we can"," I have not seen it. Tran faced a lot of racist and abusive language on her social media though. That's sad.","276"
"1519","0000-00-00 00:00:00",""" Yeah pretty cool"," That is just sad. I hope we move towards behaving as we should with each other. Nice chat :)","506"
"152","0000-00-00 00:00:00",""" That is cool how they even have accents like hum"," They are saying space pulls galaxies outside of universe that we could see","310"
"1520","0000-00-00 00:00:00"," Yeah exactly. Once he visited Drake University in"," Hi there!  Are you a Star Wars fan?","1282"
"1521","0000-00-00 00:00:00"," Yes I am a star wars fan!!! Since I was a kid. Wh",""" Hi","22"
"1522","0000-00-00 00:00:00",""" I do from time to time. In 2001 Linkin Park play"," Yes!  Mostly when it comes to the Original trilogy.  Those are the best.","771"
"1523","0000-00-00 00:00:00"," in 1977 and with a movie made last year ",""" It is amazing how star wars was created long time ago ","649"
"1524","0000-00-00 00:00:00",""" Right"," It has to be one of the most sucessful franchises ever.  40 years and still has a great following.","1488"
"1525","0000-00-00 00:00:00"," they were able to  create wonderful productions!""",""" It is incredible that the first eight films were nominated for academy awards","156"
"1526","0000-00-00 00:00:00"," Hmm sounds like the one PInk FLoyd used in Pompei"," The total value of the franchise was about $65 billion.  It will definitely always be a legend!","342"
"1527","0000-00-00 00:00:00",""" What a waste"," And 20 century fox though star wars was going to be a failure!!","569"
"1528","0000-00-00 00:00:00"," apparently so did Harrison Ford",""" I heard that","672"
"1529","0000-00-00 00:00:00"," good for George Lucas because this poor vision fr",""" Is that right! Well","617"
"153","0000-00-00 00:00:00"," albeit I doubt that there is only one electron in",""" Yes that is what I was saying","1318"
"1530","0000-00-00 00:00:00"," Nice I did not know that. There is no Target in V"," It definitely did.  Do you know how much James Earl Jones was paid to record Darth Vader's lines?","316"
"1531","0000-00-00 00:00:00","500",""" I believe it was $7","1091"
